Unnamed: 0,Age,Gender,EducationLevel,ExperienceYears,PreviousCompanies,DistanceFromCompany,InterviewScore,SkillScore,PersonalityScore,RecruitmentStrategy,HiringDecision,Gender_encoded,RecruitmentStrategy_encoded,EducationLevel_encoded
164,42,Female,Bachelor,11,3,19.64999177834315,62,15,96,Online,0,0,1,1
166,49,Female,Master,10,4,35.789748347037275,98,77,17,Referral,1,0,2,2
168,24,Female,High School,8,5,50.77554840079332,62,97,11,Online,0,0,1,0
169,22,Female,Bachelor,9,3,23.513840522079537,77,96,19,Online,0,0,1,1
174,22,Female,High School,6,4,48.60478258264619,42,70,93,Agency,0,0,0,0
178,34,Female,Bachelor,14,3,41.42852670736952,84,46,46,Referral,1,0,2,1
179,33,Female,Master,15,1,16.895233688664177,56,21,28,Online,0,0,1,2
181,20,Female,High School,14,2,20.106645441299392,83,32,44,Referral,1,0,2,0
183,45,Female,Bachelor,14,5,2.869849520439865,74,63,8,Agency,0,0,0,1
184,42,Female,Bachelor,0,5,26.26826282529648,56,84,23,Online,0,0,1,1
185,50,Female,Bachelor,8,4,21.15156556413683,97,38,14,Agency,0,0,0,1
186,33,Female,High School,13,1,32.72782338707624,73,83,35,Referral,1,0,2,0
190,34,Female,Bachelor,1,1,10.346571472072348,87,8,100,Referral,1,0,2,1
194,47,Female,High School,1,2,5.961479804732338,26,1,77,Agency,0,0,0,0
195,32,Female,Master,2,1,22.432213960426587,57,18,75,Referral,1,0,2,2
196,38,Female,Bachelor,13,1,32.425108511810194,36,19,35,Referral,0,0,2,1
200,39,Female,Bachelor,15,2,50.87590655863375,49,88,92,Referral,1,0,2,1
201,48,Female,Bachelor,1,3,2.622553839533785,21,67,26,Online,0,0,1,1
203,49,Female,Bachelor,15,3,16.515355789584873,24,83,33,Agency,0,0,0,1
204,24,Female,High School,6,5,20.956305022248305,78,2,67,Referral,1,0,2,0
205,42,Female,Bachelor,9,5,13.11285787923837,89,86,87,Online,1,0,1,1
206,26,Female,Master,1,5,11.174399727765628,71,50,20,Online,0,0,1,2
208,34,Female,Master,14,2,46.92608013852589,87,25,6,Referral,1,0,2,2
209,30,Female,Bachelor,2,4,3.3496250501558738,47,55,64,Online,0,0,1,1
210,48,Female,Bachelor,3,1,17.940651080242407,69,99,2,Online,0,0,1,1
211,23,Female,Bachelor,10,2,21.25742768392033,98,63,50,Agency,0,0,0,1
214,46,Female,High School,7,3,33.01903733221205,45,94,53,Referral,1,0,2,0
215,38,Female,Bachelor,13,1,43.525211416429855,35,36,79,Referral,1,0,2,1
216,41,Female,PhD,2,3,38.04346341926089,57,96,73,Online,0,0,1,3
217,47,Female,Bachelor,9,2,28.12866634829778,75,26,92,Online,0,0,1,1
218,21,Female,High School,5,3,33.67933850222099,37,44,58,Online,0,0,1,0
219,29,Female,Bachelor,0,5,14.699439077150904,10,3,5,Referral,0,0,2,1
221,49,Female,Bachelor,7,2,25.46136273749596,41,89,16,Referral,1,0,2,1
224,25,Female,Bachelor,7,3,15.5846725360793,10,98,23,Referral,1,0,2,1
231,49,Female,Bachelor,5,2,48.6972606246888,40,11,70,Online,0,0,1,1
235,47,Female,Bachelor,0,4,1.8330235622107995,72,31,47,Referral,0,0,2,1
237,26,Female,High School,11,5,40.7830115330721,54,37,20,Referral,0,0,2,0
239,20,Female,Bachelor,5,1,15.11569171053601,59,85,98,Online,0,0,1,1
240,20,Female,Bachelor,4,5,30.26484141671557,1,97,19,Agency,0,0,0,1
243,49,Female,Master,7,5,7.5529315402145185,42,55,76,Referral,1,0,2,2
245,39,Female,PhD,4,2,26.39743459532041,69,32,75,Online,0,0,1,3
246,32,Female,High School,1,4,38.5165387909978,66,9,61,Referral,0,0,2,0
247,28,Female,High School,12,4,16.535766415572372,55,79,84,Online,0,0,1,0
248,22,Female,Bachelor,9,5,26.72448011560194,62,63,36,Agency,0,0,0,1
249,26,Female,PhD,10,4,43.841767486158815,74,63,5,Online,1,0,1,3
251,27,Female,High School,11,2,18.98599309551348,91,67,25,Agency,0,0,0,0
252,46,Female,Bachelor,5,5,27.807769312636804,9,90,7,Referral,0,0,2,1
254,49,Female,Bachelor,7,4,23.178167274925137,46,42,90,Online,0,0,1,1
258,29,Female,Bachelor,10,3,38.84638296707208,14,96,20,Referral,1,0,2,1
259,31,Female,Bachelor,4,4,35.45605452478791,17,18,24,Referral,0,0,2,1
260,43,Female,Bachelor,14,4,44.18205262085781,81,20,14,Agency,0,0,0,1
262,46,Female,Bachelor,1,5,22.34291643975448,1,8,48,Online,0,0,1,1
264,43,Female,High School,14,5,2.520794040398399,97,72,40,Referral,1,0,2,0
266,39,Female,Bachelor,15,3,44.70068356543578,25,16,56,Referral,0,0,2,1
267,36,Female,High School,10,4,12.035629297220934,70,43,41,Online,0,0,1,0
268,49,Female,High School,9,5,8.922401859495299,37,44,46,Online,0,0,1,0
271,39,Female,Master,3,4,16.569096994629216,4,17,13,Online,0,0,1,2
272,31,Female,High School,5,2,21.084844637988823,10,32,67,Referral,0,0,2,0
276,22,Female,Bachelor,10,5,31.753231492890563,82,40,75,Agency,0,0,0,1
278,24,Female,PhD,7,2,26.659494585491487,84,4,23,Referral,1,0,2,3
280,43,Female,Master,11,3,49.66304415152459,60,79,68,Agency,1,0,0,2
286,47,Female,Bachelor,5,1,1.3571040884122525,21,53,79,Agency,0,0,0,1
290,20,Female,Master,5,1,23.511814333630863,29,24,22,Agency,0,0,0,2
292,38,Female,PhD,4,1,18.59424171735032,23,54,92,Online,0,0,1,3
295,40,Female,Bachelor,4,2,7.232371449640667,68,81,92,Agency,0,0,0,1
297,45,Female,High School,9,4,32.79553828548692,23,94,20,Referral,1,0,2,0
298,25,Female,PhD,11,3,39.29342128312658,59,32,14,Referral,1,0,2,3
300,23,Female,Master,1,2,3.3529189730009445,54,56,41,Online,0,0,1,2
303,43,Female,Bachelor,12,4,21.720419885924755,23,37,62,Agency,0,0,0,1
304,46,Female,High School,14,2,47.79130667014114,76,40,67,Online,0,0,1,0
305,36,Female,Bachelor,3,5,23.852982963288817,23,6,26,Online,0,0,1,1
306,50,Female,PhD,2,2,15.51275526862647,53,77,86,Agency,0,0,0,3
309,24,Female,High School,4,4,31.47529455024916,79,88,51,Agency,0,0,0,0
314,30,Female,Bachelor,10,5,26.48282254018803,34,51,51,Agency,0,0,0,1
315,50,Female,Bachelor,7,5,46.44327031595018,42,28,42,Referral,0,0,2,1
317,35,Female,High School,6,5,25.37031515504038,36,75,41,Agency,0,0,0,0
318,20,Female,Bachelor,8,2,48.26858248073889,80,16,3,Online,0,0,1,1
319,28,Female,PhD,4,3,3.861834675840469,57,100,68,Agency,0,0,0,3
323,35,Female,PhD,3,2,45.52204740005429,27,12,79,Referral,1,0,2,3
326,39,Female,Master,12,5,17.21644395684833,2,4,3,Online,0,0,1,2
329,23,Female,Bachelor,15,3,36.45007556631898,13,2,20,Online,0,0,1,1
330,38,Female,Bachelor,6,5,30.381349330755437,75,98,69,Online,1,0,1,1
331,45,Female,PhD,15,4,42.029589466207405,46,32,42,Online,0,0,1,3
335,39,Female,High School,9,1,18.88773816468571,31,8,83,Agency,0,0,0,0
336,26,Female,Bachelor,0,1,4.195047102418691,41,81,27,Online,0,0,1,1
339,20,Female,Bachelor,6,1,44.48406616718314,0,38,82,Agency,0,0,0,1
340,27,Female,Master,15,4,24.611321287810217,55,90,2,Referral,1,0,2,2
341,26,Female,High School,0,5,36.64411846723682,1,99,72,Online,0,0,1,0
342,37,Female,Bachelor,0,2,20.645466780244664,80,44,99,Agency,0,0,0,1
344,20,Female,PhD,12,2,18.3596083781106,70,55,48,Online,0,0,1,3
348,44,Female,Bachelor,12,2,34.985238928841696,21,68,22,Online,0,0,1,1
349,37,Female,Master,2,3,29.5090815877347,33,13,33,Online,0,0,1,2
350,42,Female,Master,6,2,31.509800449291724,48,66,68,Online,1,0,1,2
351,50,Female,Bachelor,5,3,48.11857197342073,0,22,14,Online,0,0,1,1
353,29,Female,High School,5,5,2.202061868321891,83,60,2,Online,0,0,1,0
354,22,Female,High School,4,3,27.70698480678486,52,22,82,Online,0,0,1,0
356,47,Female,Master,6,3,38.43492392195776,99,53,2,Referral,1,0,2,2
365,20,Female,Master,5,4,3.8870539733518,38,60,64,Agency,0,0,0,2
366,35,Female,Bachelor,8,1,43.2506118577888,72,85,8,Online,0,0,1,1
367,49,Female,Bachelor,12,5,3.9525072229135976,5,80,16,Online,0,0,1,1
368,31,Female,Master,14,2,14.583209568182774,82,86,64,Referral,1,0,2,2
370,24,Female,Bachelor,6,2,15.771101815688247,6,48,25,Referral,0,0,2,1
372,42,Female,Bachelor,15,5,34.4001625371507,68,51,30,Online,0,0,1,1
373,28,Female,Bachelor,13,1,7.666340817128757,15,1,25,Online,0,0,1,1
374,28,Female,Bachelor,3,2,43.59229629194439,0,95,22,Online,0,0,1,1
376,38,Female,Master,15,5,1.683084273530471,82,85,9,Agency,1,0,0,2
379,22,Female,Master,0,2,12.98228924787783,63,7,63,Online,0,0,1,2
380,39,Female,Master,6,3,2.619456888799753,89,58,21,Referral,1,0,2,2
381,43,Female,Bachelor,7,3,17.792174351965798,85,64,14,Referral,1,0,2,1
383,43,Female,Master,1,2,40.832243450756906,71,11,73,Online,0,0,1,2
386,39,Female,High School,11,2,10.375222855949016,65,94,86,Agency,0,0,0,0
387,30,Female,Bachelor,1,4,38.52992283720632,29,40,52,Agency,0,0,0,1
391,25,Female,High School,0,1,10.10315644409277,73,68,57,Referral,1,0,2,0
393,39,Female,High School,0,1,43.2398790594073,3,80,61,Online,0,0,1,0
396,35,Female,High School,15,4,33.717322982642884,76,5,11,Referral,1,0,2,0
398,44,Female,Bachelor,2,1,13.207378025345362,76,18,26,Referral,0,0,2,1
399,22,Female,Bachelor,13,3,23.50549293425148,17,79,28,Online,0,0,1,1
401,48,Female,Bachelor,9,4,33.99967250676586,65,65,45,Referral,1,0,2,1
402,37,Female,Master,14,3,20.438420643079844,47,9,0,Online,0,0,1,2
404,37,Female,Bachelor,2,1,14.124250395029552,57,36,91,Referral,0,0,2,1
405,21,Female,Master,3,2,30.060773874469163,82,78,56,Referral,1,0,2,2
406,41,Female,High School,1,5,36.90839737802568,72,76,2,Online,0,0,1,0
408,35,Female,Bachelor,9,5,30.9798630022027,34,31,51,Online,0,0,1,1
411,23,Female,Bachelor,13,5,35.506155884100394,41,42,95,Referral,1,0,2,1
412,20,Female,Bachelor,6,5,42.87247975417309,84,81,92,Agency,1,0,0,1
413,23,Female,High School,6,2,17.149484158843418,8,35,88,Online,0,0,1,0
415,33,Female,Master,5,2,9.031680630927534,14,9,25,Online,0,0,1,2
416,40,Female,PhD,14,2,9.651193487558215,98,30,71,Online,1,0,1,3
417,35,Female,Bachelor,2,2,14.338603181196197,56,96,18,Online,0,0,1,1
418,39,Female,Master,5,4,6.976543477353891,68,28,21,Online,0,0,1,2
419,43,Female,Bachelor,14,4,12.515961234143878,21,4,92,Online,0,0,1,1
422,22,Female,Master,7,5,7.94844959433123,86,86,34,Online,1,0,1,2
423,36,Female,Bachelor,7,4,38.36487787799284,70,2,66,Online,0,0,1,1
424,20,Female,Bachelor,10,1,3.395693395666687,55,66,82,Agency,0,0,0,1
425,35,Female,High School,12,1,48.42601637569576,22,70,9,Online,0,0,1,0
427,46,Female,Master,14,4,1.3398274293055892,90,34,14,Online,0,0,1,2
430,42,Female,High School,0,3,39.96825851675599,62,92,23,Agency,0,0,0,0
435,25,Female,PhD,14,4,1.1354074910226044,50,59,12,Agency,0,0,0,3
436,32,Female,Master,9,5,43.497324797259424,59,39,72,Referral,1,0,2,2
438,41,Female,PhD,12,4,25.80213630082915,36,28,97,Referral,1,0,2,3
439,27,Female,Bachelor,1,1,1.3883321076984358,30,73,36,Online,0,0,1,1
440,46,Female,Bachelor,1,5,25.6046005175049,97,91,47,Agency,0,0,0,1
441,46,Female,PhD,2,5,50.32437007858648,40,94,70,Referral,1,0,2,3
442,21,Female,High School,12,4,14.913383040938482,61,18,0,Online,0,0,1,0
444,49,Female,Bachelor,0,1,35.35949982343383,57,35,11,Online,0,0,1,1
445,20,Female,Bachelor,1,4,41.73968337618293,13,42,20,Online,0,0,1,1
446,47,Female,Bachelor,12,2,21.869581200305017,35,14,10,Agency,0,0,0,1
447,34,Female,PhD,15,5,16.483443520064625,35,96,43,Referral,1,0,2,3
452,35,Female,Bachelor,4,3,25.17749253951845,47,96,33,Referral,0,0,2,1
454,23,Female,Bachelor,12,5,13.699237668812676,27,76,3,Online,0,0,1,1
455,22,Female,Bachelor,12,3,44.884608941392415,67,32,63,Online,0,0,1,1
456,36,Female,PhD,6,1,5.4783012158155335,61,4,89,Online,0,0,1,3
457,36,Female,Master,15,4,36.76820576144448,79,100,15,Referral,1,0,2,2
458,31,Female,Bachelor,7,3,14.557112669029404,85,77,9,Referral,1,0,2,1
463,40,Female,High School,4,5,7.965974118902318,100,82,18,Online,0,0,1,0
465,22,Female,Bachelor,0,5,44.57929414312033,81,53,52,Referral,1,0,2,1
467,28,Female,Bachelor,6,2,23.219780922554023,38,93,77,Online,0,0,1,1
468,24,Female,PhD,9,5,16.164146970226355,81,82,9,Referral,1,0,2,3
470,48,Female,High School,6,4,18.93306815132296,38,94,37,Referral,1,0,2,0
471,36,Female,Bachelor,4,3,14.389623726131688,20,8,28,Online,0,0,1,1
473,40,Female,High School,0,1,5.574375919372936,14,76,86,Referral,1,0,2,0
477,20,Female,PhD,8,3,10.14322633774362,19,53,82,Agency,1,0,0,3
478,39,Female,Bachelor,10,5,12.620202310720655,9,73,27,Online,0,0,1,1
479,50,Female,Bachelor,12,2,32.781599932002,86,94,25,Referral,1,0,2,1
481,40,Female,Bachelor,14,4,39.88587445362754,47,22,46,Online,0,0,1,1
484,22,Female,High School,10,2,44.31164351338352,60,89,65,Online,0,0,1,0
486,44,Female,Bachelor,9,1,7.852640141407773,53,60,6,Online,0,0,1,1
487,29,Female,Bachelor,11,1,44.1105711660969,83,76,54,Referral,1,0,2,1
488,50,Female,Bachelor,15,2,41.80461764571307,64,50,79,Online,0,0,1,1
489,41,Female,Master,8,5,50.19531819485818,76,49,30,Referral,1,0,2,2
490,45,Female,High School,5,4,46.4871843356342,0,18,73,Referral,0,0,2,0
494,43,Female,High School,7,3,29.44915971520614,27,21,27,Referral,0,0,2,0
495,37,Female,Master,0,4,27.573962314091045,94,92,18,Agency,0,0,0,2
496,34,Female,Bachelor,12,3,23.89816072447677,22,65,100,Online,0,0,1,1
498,42,Female,Master,5,3,22.560524243216445,97,37,19,Online,0,0,1,2
501,46,Female,PhD,2,4,14.03543870664261,10,74,42,Online,0,0,1,3
502,29,Female,High School,11,5,26.913986034435556,27,80,10,Agency,0,0,0,0
504,45,Female,High School,5,1,9.707834619769816,95,50,14,Agency,0,0,0,0
506,27,Female,Bachelor,6,3,36.72298419428909,60,7,53,Agency,0,0,0,1
507,20,Female,PhD,13,3,23.231382895695237,63,85,49,Online,0,0,1,3
509,30,Female,High School,2,5,23.463407923281835,80,74,82,Online,0,0,1,0
511,35,Female,Master,1,5,47.48248038506642,9,8,21,Referral,0,0,2,2
514,29,Female,Bachelor,14,1,3.6359883167250575,76,79,38,Agency,0,0,0,1
516,45,Female,PhD,10,4,28.69897436100403,49,69,96,Referral,1,0,2,3
517,22,Female,Bachelor,4,5,15.897746565843272,68,84,43,Online,0,0,1,1
518,37,Female,Bachelor,13,5,23.75378177601922,69,89,41,Online,0,0,1,1
521,32,Female,Bachelor,7,4,32.05531624551016,16,27,11,Online,0,0,1,1
522,47,Female,Bachelor,1,2,16.090002793057756,74,71,1,Online,0,0,1,1
524,26,Female,Master,15,3,32.420347882049484,47,23,73,Online,0,0,1,2
525,44,Female,Bachelor,15,2,22.932450921799223,72,43,85,Online,0,0,1,1
527,32,Female,Bachelor,15,5,25.977416760233563,36,55,89,Referral,1,0,2,1
529,20,Female,High School,5,1,14.277879900620682,3,94,70,Referral,1,0,2,0
531,33,Female,Bachelor,11,3,13.590338302544074,53,31,83,Agency,0,0,0,1
532,35,Female,Master,14,3,42.18731939754002,24,49,75,Online,0,0,1,2
534,31,Female,Master,7,3,44.30918544345148,8,65,80,Agency,1,0,0,2
536,42,Female,Bachelor,14,2,15.8268794810131,86,60,9,Agency,0,0,0,1
541,42,Female,Master,12,3,6.160832443949981,73,75,36,Online,1,0,1,2
542,50,Female,Bachelor,1,4,30.25175843593309,93,8,76,Online,0,0,1,1
546,45,Female,High School,5,1,14.357203493532468,93,32,85,Online,0,0,1,0
547,50,Female,Bachelor,14,3,46.53324976919442,65,41,93,Online,0,0,1,1
548,49,Female,High School,3,3,22.78360330611452,31,60,39,Referral,0,0,2,0
549,48,Female,Bachelor,15,4,7.454309757123089,15,45,100,Referral,1,0,2,1
553,41,Female,Bachelor,12,1,32.075936201702426,47,17,47,Online,0,0,1,1
554,36,Female,Bachelor,2,4,11.993097818448843,49,69,98,Referral,1,0,2,1
555,39,Female,High School,2,2,23.24196796702648,12,81,18,Referral,0,0,2,0
558,34,Female,Bachelor,13,3,20.3348224993731,43,47,43,Online,0,0,1,1
560,30,Female,Bachelor,7,5,49.474544970308905,73,12,36,Online,0,0,1,1
561,47,Female,Bachelor,10,5,23.696306821089795,45,42,88,Agency,0,0,0,1
563,20,Female,High School,13,5,29.608598089188487,18,56,80,Agency,0,0,0,0
565,40,Female,High School,10,5,43.91033954885149,10,16,20,Online,0,0,1,0
569,24,Female,Master,9,3,40.45480558243784,20,54,29,Online,0,0,1,2
570,26,Female,Bachelor,14,1,31.144644130271764,81,56,75,Referral,1,0,2,1
573,32,Female,High School,10,4,4.7480021735006535,73,86,50,Agency,0,0,0,0
574,39,Female,Master,13,1,12.15049117668665,97,61,48,Online,1,0,1,2
575,49,Female,Bachelor,10,5,21.39479686857734,25,53,23,Online,0,0,1,1
577,22,Female,Bachelor,13,4,2.082278067349179,72,21,59,Online,0,0,1,1
578,42,Female,High School,15,3,5.588880323558792,30,64,10,Referral,1,0,2,0
580,39,Female,Bachelor,8,2,44.96622316812803,67,47,90,Online,0,0,1,1
581,35,Female,Master,11,1,26.71135056329888,60,4,71,Online,0,0,1,2
582,32,Female,High School,14,5,27.95955397568165,60,34,73,Online,0,0,1,0
590,50,Female,Master,3,4,30.63480333214389,69,12,27,Online,0,0,1,2
591,38,Female,PhD,7,5,42.25176595714,62,9,1,Referral,1,0,2,3
593,45,Female,High School,9,1,24.18110371717249,74,69,7,Online,0,0,1,0
594,42,Female,Master,9,3,40.21356496533585,79,71,12,Online,1,0,1,2
596,24,Female,PhD,15,3,14.7585056244034,24,24,91,Referral,1,0,2,3
597,45,Female,Bachelor,12,5,20.89801731903786,74,43,34,Agency,0,0,0,1
598,40,Female,High School,13,4,47.57394962983403,70,59,22,Online,0,0,1,0
599,49,Female,Master,6,2,17.911548365864242,25,46,45,Agency,0,0,0,2
600,42,Female,Bachelor,15,1,46.693814516089816,55,39,14,Online,0,0,1,1
604,40,Female,High School,2,1,38.47727821105426,30,82,63,Online,0,0,1,0
606,45,Female,High School,2,2,16.346553649061626,41,85,35,Online,0,0,1,0
607,45,Female,High School,15,2,3.8547168953971855,40,12,66,Online,0,0,1,0
608,20,Female,Master,11,1,18.15258662598253,99,20,68,Online,1,0,1,2
609,34,Female,Bachelor,12,5,34.34679926019533,22,0,66,Online,0,0,1,1
612,41,Female,Bachelor,11,4,7.984618630146933,88,32,1,Agency,0,0,0,1
614,44,Female,PhD,14,1,49.6396850828222,65,2,100,Agency,0,0,0,3
617,40,Female,PhD,12,4,44.46761504961737,27,98,77,Online,1,0,1,3
619,35,Female,Bachelor,0,4,26.052011849230173,34,69,90,Agency,0,0,0,1
621,26,Female,Bachelor,6,4,7.861357330843553,76,54,73,Referral,1,0,2,1
622,50,Female,Master,14,3,47.8830730308296,30,56,66,Referral,1,0,2,2
625,48,Female,Bachelor,15,1,34.583011549894934,53,15,24,Referral,0,0,2,1
628,31,Female,Master,9,5,32.55246966351103,58,40,38,Agency,0,0,0,2
629,45,Female,Bachelor,4,3,2.249204114092473,40,76,46,Online,0,0,1,1
631,38,Female,Master,5,3,26.701168493825488,95,75,20,Agency,0,0,0,2
632,24,Female,High School,13,4,31.28768652604672,53,68,29,Online,0,0,1,0
633,41,Female,Bachelor,9,2,32.59400796234426,39,100,91,Online,0,0,1,1
636,33,Female,Master,12,3,35.18941004449373,64,91,21,Online,0,0,1,2
638,24,Female,Master,10,1,37.37261956430603,54,17,0,Agency,0,0,0,2
