Age,Gender,EducationLevel,ExperienceYears,PreviousCompanies,DistanceFromCompany,InterviewScore,SkillScore,PersonalityScore,RecruitmentStrategy,HiringDecision
36,1,2,13,1,12.799830295461875,19,6,52,3,0
27,1,3,5,4,8.177237797188397,59,86,0,2,0
23,1,2,5,2,10.270442518702716,81,87,1,1,1
27,1,2,13,2,26.643143968849557,23,68,18,2,0
49,1,1,13,2,4.9802538496252815,36,29,77,1,1
22,1,1,10,4,36.34781592467113,3,72,71,2,0
49,1,1,9,2,44.62599759146812,88,88,25,2,0
44,1,3,9,4,47.29136872217587,87,84,14,2,1
33,1,1,11,2,7.570619142763423,32,15,59,2,0
22,1,2,8,4,7.221094342594674,27,76,17,2,0
48,1,2,11,4,28.51756394193755,9,46,59,1,0
28,1,1,10,4,26.6977723345354,64,71,33,2,0
20,1,2,14,5,45.45060950554797,59,25,59,3,0
27,1,2,13,5,6.32058814514223,63,76,32,2,0
26,1,1,11,4,42.08762084926952,40,0,37,2,0
31,1,3,8,5,36.55800437638831,24,99,90,2,1
38,1,3,0,4,39.1928250100107,5,14,10,2,0
41,1,2,13,2,26.704096038309267,33,66,89,3,0
41,1,2,2,5,27.124840444529426,8,29,76,2,0
33,1,2,2,3,33.051242881767735,59,81,95,2,0
49,1,1,9,3,40.316582769752024,48,74,100,2,0
25,1,2,7,5,21.25540272939283,96,42,3,2,0
38,1,3,0,3,20.04451813123313,69,64,56,1,1
40,1,3,5,1,20.770913512118906,92,2,59,2,0
20,1,3,14,5,47.89128999925335,78,40,57,2,0
24,1,1,12,3,34.85724833358346,7,89,43,1,1
47,1,3,15,4,6.951065224657054,25,79,77,2,1
48,1,2,0,3,4.446393906732431,35,35,97,3,0
38,1,2,15,1,12.004503302363622,84,83,24,1,1
47,1,1,9,5,39.016411070206885,75,90,65,2,1
49,1,4,0,3,37.12056922317723,79,86,34,1,1
48,1,4,6,4,1.3695950722146513,50,13,82,3,0
33,1,3,12,3,26.456770646079956,41,67,5,1,1
25,1,1,9,1,44.31135152893384,28,46,58,1,0
47,1,1,2,1,21.9172903746879,9,3,7,2,0
43,1,2,0,5,36.83031494800155,0,94,66,1,1
33,1,1,0,1,22.61155297522541,64,52,14,2,0
50,1,2,13,4,38.33016023221019,3,77,22,2,0
22,1,2,0,4,1.629820063589348,59,59,81,2,0
47,1,3,10,3,33.2242530760297,60,45,45,3,0
48,1,3,2,3,50.64717328914536,33,36,9,1,0
42,1,1,12,3,12.2919816111696,32,26,3,3,0
20,1,3,4,1,9.80123775205669,97,69,54,2,0
37,1,2,15,5,23.209197396075215,9,65,66,2,0
22,1,2,11,5,43.589516933027085,4,0,18,2,0
27,1,3,8,3,3.6287198905501574,79,39,27,1,1
33,1,2,7,1,6.220768474905901,14,31,80,1,1
41,1,3,8,5,20.83946627072921,16,39,86,1,1
21,1,2,15,4,29.46489670673976,12,47,12,1,0
50,1,2,8,4,1.1038258800040603,13,54,76,2,0
21,1,3,2,4,37.11080493368231,41,54,47,2,0
36,1,2,8,4,28.344058689371646,98,59,16,3,0
28,1,4,12,3,2.3540566835025523,30,67,27,2,0
41,1,1,2,3,15.822244387207656,72,71,3,1,1
26,1,2,8,5,7.230669283916368,7,89,85,2,0
48,1,1,12,4,33.62379777536161,20,1,100,2,0
42,1,2,2,4,23.308521890634825,58,94,33,1,0
44,1,2,13,3,9.177689726509367,29,58,39,1,1
43,1,3,8,3,16.206192473401806,94,18,96,3,1
45,1,2,2,2,45.98715392044358,19,13,27,3,0
23,1,1,1,3,2.9378467777091233,1,100,80,3,0
39,1,2,7,4,39.23881210625446,0,89,66,2,0
27,1,3,5,4,41.33867848243837,99,50,71,1,1
33,1,2,8,4,5.26341708058387,2,40,98,2,0
38,1,1,3,2,25.959322546666524,85,24,91,3,0
34,1,4,11,3,14.255662520757438,75,65,85,2,1
47,1,3,3,3,22.600527946518135,73,41,56,2,0
21,1,2,8,2,50.95247490518225,33,64,96,1,1
21,1,2,0,3,12.016369671879128,42,35,85,2,0
41,1,3,1,1,25.427123322012857,21,35,90,2,0
38,1,3,12,2,27.209813553165368,69,91,63,3,1
44,1,1,12,4,34.346770877860855,1,37,78,2,0
41,1,4,12,3,38.114937836697216,75,85,97,2,1
45,1,2,10,5,33.155217630892516,0,88,59,1,1
45,1,3,9,4,16.787170124201854,71,60,97,2,1
29,1,2,2,4,45.97062610836626,14,79,71,2,0
25,1,2,5,3,7.676711658037471,52,14,32,2,0
41,1,3,15,5,42.057121236017366,7,71,91,2,1
24,1,2,6,1,26.349981007167372,68,59,35,2,0
27,1,2,3,1,47.61740708168554,37,70,87,1,1
47,1,1,11,1,9.530056231082217,42,49,1,2,0
31,1,1,3,4,22.83789089235375,19,31,30,1,0
31,1,2,10,4,24.20002140982131,19,21,96,1,1
23,1,2,10,2,33.71102310145065,56,12,43,1,0
25,1,2,15,3,50.90999538328088,49,46,11,3,0
34,1,2,1,2,18.38912015244436,29,28,23,3,0
27,1,2,0,1,35.04766457017881,41,28,12,3,0
37,1,2,11,3,13.75467164161897,69,73,71,2,0
47,1,2,1,1,39.39381818168557,77,82,63,3,0
29,1,1,12,4,38.58972936836282,67,100,19,2,0
49,1,2,7,3,30.41828446088283,89,70,71,3,1
38,1,3,14,4,11.633214325567142,16,45,72,3,0
36,1,3,15,1,5.850910911854473,18,34,70,2,0
43,1,2,8,3,4.211928792856295,50,44,77,2,0
47,1,3,8,5,43.91652158904624,92,65,42,1,1
45,1,2,4,2,48.34400981705118,29,99,84,1,1
50,1,4,9,2,50.05224311272329,21,6,1,2,0
28,1,4,3,1,34.09053642872124,88,45,60,1,1
31,1,2,0,2,41.84451447520841,18,22,75,2,0
20,1,2,4,1,35.97671288077619,25,45,51,1,0
21,1,2,10,2,6.126459911390069,46,18,46,2,0
49,1,4,6,3,1.5958991489121046,12,59,82,2,1
35,1,2,8,1,36.78679632053976,65,3,43,3,0
27,1,1,11,4,50.153234980741026,15,90,63,2,0
32,1,3,5,5,25.698957457009396,72,51,80,2,1
20,1,4,9,2,37.8413227875752,76,27,27,1,1
48,1,2,15,1,29.638026647754337,40,69,53,2,0
24,1,3,2,2,18.59648853658884,84,86,35,3,0
41,1,2,4,4,23.307462822858476,31,96,62,1,1
42,1,1,9,2,17.695123576327696,97,23,85,2,0
22,1,1,3,1,13.712958049446527,71,68,47,1,1
35,1,4,4,5,37.03625560133394,65,46,93,2,0
44,1,2,11,4,27.352507824628184,27,30,30,2,0
48,1,2,9,3,30.1266888720368,36,91,25,2,0
47,1,3,12,3,38.65594235898371,73,29,20,2,0
34,1,2,5,2,44.48082288661308,3,43,36,2,0
33,1,1,7,5,48.38980330072285,46,25,45,2,0
39,1,1,8,3,7.243503845296133,13,17,16,1,0
24,1,2,7,3,27.272256318108976,37,96,46,2,0
45,1,4,1,1,50.91593782854783,16,30,58,1,0
20,1,2,10,4,14.02015543939542,66,60,52,2,0
49,1,1,14,4,42.9199819046095,28,62,15,3,0
45,1,4,1,5,35.47085669356623,33,97,45,2,0
41,1,3,11,1,35.693158093786614,53,70,43,2,0
24,1,1,2,2,16.290675564183196,30,53,62,2,0
23,1,3,9,2,38.961948982849755,57,98,93,2,1
39,1,3,1,5,4.870577599237529,57,75,25,2,0
29,1,1,15,3,18.165048459787048,29,10,28,2,0
38,1,2,15,2,31.112815118862866,62,43,46,2,0
20,1,2,5,1,39.84468741024364,71,24,22,2,0
35,1,1,2,4,25.86145975099979,66,3,95,1,0
43,1,2,13,3,48.51535068680906,85,37,57,2,0
42,1,4,0,5,1.958394376248889,99,46,15,1,1
47,1,4,15,1,48.69683762632044,8,100,95,1,1
43,1,3,9,2,39.72860415871824,20,63,65,3,1
20,1,2,6,3,1.7323563636243369,19,12,92,2,0
20,1,2,5,3,47.05719400904209,34,34,92,2,0
48,1,2,9,2,49.80430120997858,52,42,82,2,0
24,1,1,14,2,38.68600882810648,51,76,49,2,0
27,1,3,6,3,42.634687317471005,39,6,4,2,0
29,1,1,5,4,25.67033502066976,46,44,40,2,0
30,1,2,7,3,46.58164568542378,93,35,39,3,0
48,1,2,9,4,9.271007606420469,47,93,79,1,1
32,1,1,4,1,1.1161703065965136,90,41,44,1,0
33,1,2,0,2,3.772261785192071,83,59,70,2,0
21,1,2,11,4,42.651713197053496,67,39,26,1,0
48,1,4,7,2,23.89024662796033,10,82,77,1,1
38,1,2,0,1,13.94808025124876,76,36,77,2,0
22,1,3,14,5,10.833361619515363,3,54,32,2,0
42,1,2,5,3,48.36499997100335,75,76,32,3,0
45,1,2,12,4,31.684159386437177,76,79,19,1,1
29,1,2,14,2,10.511396541006878,38,5,66,2,0
45,1,2,4,5,27.04428913503396,91,91,38,3,0
21,1,3,7,5,4.551871070167062,18,73,23,1,1
38,1,2,13,2,41.91539088376515,87,17,85,2,0
23,1,1,5,2,26.73921174665672,76,6,86,2,0
40,1,1,7,2,6.361119710424372,27,63,37,2,0
37,1,2,13,5,22.17410046246664,65,6,73,3,0
32,1,1,10,3,23.61833796032851,9,40,79,3,0
30,1,4,7,3,37.68214201822242,85,39,74,2,1
40,1,1,7,3,9.246701342636554,13,92,87,1,1
48,1,4,12,4,7.230753159456237,83,51,96,3,1
23,1,3,1,5,12.469675107719102,95,3,50,2,0
29,1,2,1,3,11.915155590575615,32,5,75,2,0
24,1,2,7,3,3.7346587288133826,16,37,55,1,0
36,1,4,12,3,22.549186442410157,12,16,17,1,1
43,1,3,10,4,24.350893326087085,42,15,33,1,1
42,1,1,12,5,35.282587463259965,7,78,99,2,0
31,1,4,15,2,45.35213722234809,83,61,65,2,1
36,1,2,12,1,14.751238624389888,15,26,99,2,0
22,1,2,2,2,25.461943071388724,62,8,17,2,0
49,1,3,12,4,23.463727347832492,29,34,48,1,1
39,1,1,0,1,48.02485992565054,58,96,85,1,1
35,1,3,2,1,48.64171945852922,75,50,12,2,0
32,1,2,10,1,24.703813205392883,91,86,8,2,0
36,1,2,5,3,1.1851203416208425,93,64,77,2,0
23,1,1,10,5,9.128060296570755,96,92,45,1,1
31,1,2,13,3,18.476140058469905,44,87,7,2,0
48,1,3,14,1,16.78605648852443,61,79,36,1,1
31,1,2,4,3,15.977815980744865,14,91,91,2,0
26,1,2,5,2,5.777955197916761,63,79,93,1,1
47,1,1,5,3,45.90732224100504,45,55,70,2,0
50,1,1,13,1,49.990176769046904,43,10,45,2,0
35,1,3,3,4,46.63025134415552,88,0,62,1,1
24,1,2,6,1,1.352145731207093,53,95,2,2,0
22,1,2,14,4,41.27480230161222,87,72,27,1,1
31,1,2,15,1,4.8397842143367,56,28,28,2,0
44,1,2,10,2,21.68530159550152,82,25,86,2,0
40,1,3,2,5,5.198128172336335,19,92,76,1,1
23,1,3,15,5,39.50106142279143,32,96,75,3,1
42,1,3,4,1,50.42452422434024,24,11,4,2,0
44,1,1,9,2,4.088119314509985,72,31,58,3,0
32,1,2,8,2,27.08667094266228,56,50,58,3,0
40,1,2,3,2,11.660196569456753,86,80,46,1,1
45,1,2,12,2,11.187774292497188,54,66,94,2,0
26,1,1,14,4,14.03308274164683,60,0,12,1,0
50,1,2,10,2,20.97161395154272,7,39,88,2,0
22,1,2,12,3,36.44821335618887,60,13,61,2,0
42,1,3,10,3,46.30504643402129,14,99,78,3,1
48,1,2,8,5,7.886704944390432,64,68,15,2,0
30,1,2,3,2,3.717404917432853,21,86,43,1,0
30,1,2,15,5,1.9265616797166645,2,78,57,2,0
37,1,3,2,4,8.181068903440814,53,5,5,1,0
34,1,2,6,1,33.897474289081295,13,32,88,3,0
28,1,1,10,3,40.32528567640611,81,18,3,2,0
45,1,1,1,3,16.294740663075995,66,28,63,3,0
31,1,1,6,2,25.156732278274973,9,60,67,3,0
48,1,3,4,4,31.557076160562307,64,78,33,3,0
25,1,2,14,4,50.18675168378789,90,79,90,2,1
33,1,4,4,3,38.6423737545692,26,22,55,2,0
32,1,3,2,1,26.0016957784804,74,9,31,2,0
27,1,2,4,3,7.390592218019137,4,53,8,2,0
28,1,2,1,3,15.993713422203248,82,48,71,1,1
37,1,1,3,4,2.7201604226729117,56,16,77,2,0
46,1,2,5,5,32.74648650588719,92,55,32,2,0
45,1,4,0,1,43.94661746623638,14,44,86,1,1
48,1,2,5,3,45.55108414836057,75,73,75,3,0
24,1,3,8,2,41.680440668367794,29,54,56,2,0
27,1,3,15,4,46.51083274833223,2,1,3,2,0
32,1,1,12,3,32.33852597086109,40,18,49,2,0
50,1,2,1,2,18.263227602852655,22,2,7,2,0
32,1,3,10,1,45.09877775703037,8,94,25,2,0
25,1,1,4,3,36.86863870314867,26,93,54,2,0
50,1,1,8,5,18.168889478728627,63,61,13,2,0
38,1,2,10,3,1.954959967686292,51,70,5,2,0
48,1,2,14,2,35.48956236564331,80,99,94,1,1
31,1,2,8,1,48.274743027975006,37,92,80,3,0
26,1,2,5,1,22.764636209381703,64,38,60,1,0
47,1,1,11,3,18.586005567282616,67,25,15,3,0
49,1,3,5,1,23.009016434859657,32,36,37,2,0
45,1,2,5,5,4.465388651914742,23,90,42,1,0
47,1,2,14,1,30.881621993445016,9,52,13,2,0
27,1,2,0,5,37.94652276747361,99,29,5,1,0
48,1,1,12,2,2.4584946145371647,19,2,88,3,0
22,1,2,1,5,46.58639241708163,93,40,99,2,0
32,1,1,15,5,36.104128344224826,100,76,97,2,1
47,1,1,0,4,26.369488254257856,62,78,5,2,0
49,1,2,6,1,23.075196164058745,83,53,62,3,1
36,1,2,11,1,46.2226405781247,24,90,39,3,0
20,1,1,3,1,36.96503045125568,72,31,7,1,0
25,1,3,13,3,31.937349122880313,49,83,96,2,1
48,1,1,12,5,47.744652327725426,0,60,45,2,0
34,1,2,12,3,32.85429444273578,80,53,21,2,0
40,1,1,1,1,45.93338507763319,24,7,86,2,0
41,1,4,0,2,8.471812925914712,71,94,44,2,0
47,1,2,3,5,10.081571093941092,98,85,85,2,0
22,1,2,10,1,24.415029572819257,8,10,12,1,0
38,1,3,7,4,43.65640859551183,93,1,27,2,0
39,1,2,11,1,47.679022800334465,49,49,83,2,0
37,1,3,10,1,7.261501281437337,32,65,79,2,1
34,1,1,5,4,20.102694125552848,1,97,61,1,1
36,1,2,7,2,43.75826724857364,0,79,86,2,0
33,1,2,12,1,18.93778810106369,89,50,23,2,0
34,1,3,7,2,32.555851394611736,57,67,97,2,1
41,1,1,3,3,49.22441125119271,46,81,97,3,0
42,1,3,15,2,49.64220793300112,13,16,4,2,0
44,1,3,13,3,1.243420382775161,92,25,63,3,1
30,1,2,13,1,21.63391241895746,23,22,49,2,0
27,1,3,12,2,21.34492156953139,71,19,72,1,1
25,1,1,10,1,12.034953739266756,33,1,52,1,0
43,1,3,7,5,50.79968245503498,26,30,88,2,0
47,1,4,15,5,41.02680525633738,73,26,84,2,1
40,1,1,10,2,43.28210458122107,98,1,8,3,0
45,1,2,6,3,3.077992413612928,71,3,21,3,0
47,1,2,7,2,11.339883802207206,91,12,86,3,0
27,1,3,8,4,6.181836324039779,13,71,92,3,1
45,1,2,2,2,36.1202682933101,62,65,14,2,0
47,1,2,4,5,50.89887277791302,67,9,29,2,0
47,1,1,9,1,43.90694625133272,62,20,92,1,1
24,1,4,0,4,21.396890918392053,95,73,19,2,0
28,1,4,14,1,50.013060390824954,96,22,32,1,1
46,1,1,6,1,38.10112259398801,80,31,85,3,0
41,1,3,8,2,2.5756521541105792,86,19,76,2,1
36,1,2,14,1,32.65425632481192,31,28,7,2,0
20,1,2,4,1,32.18718630437978,12,45,44,2,0
40,1,2,13,4,7.701244715949589,65,33,72,3,0
47,1,4,11,4,7.965116935395716,87,60,73,3,1
35,1,2,6,2,27.01159802520127,10,71,10,2,0
48,1,3,4,2,2.8556659981151133,58,70,30,1,1
33,1,2,11,5,34.61741338214324,14,10,94,3,0
25,1,2,15,5,11.780488262152238,26,88,43,3,0
38,1,2,13,5,11.855161473494515,72,20,49,2,0
24,1,4,12,1,28.101353483318984,51,2,16,1,1
34,1,1,2,3,49.410442043145274,27,81,34,1,0
44,1,1,13,1,8.39262189311919,64,87,0,2,0
21,1,2,10,5,48.04381337473544,16,9,28,3,0
49,1,2,6,5,19.85038559793723,9,6,3,1,0
37,1,2,11,5,49.2464300750913,62,16,86,2,0
43,1,3,1,4,26.131505781062675,37,32,52,2,0
20,1,4,5,5,13.888924410199564,69,61,84,1,1
20,1,3,9,4,1.718647588888882,52,46,39,1,1
34,1,2,3,4,30.967929356790137,43,34,51,3,0
30,1,3,4,4,48.66581861004803,53,71,95,2,0
50,1,2,4,2,41.90727905639007,30,24,75,2,0
41,1,4,8,5,7.279105135508035,57,31,78,1,1
46,1,2,7,1,39.277168484460134,9,62,33,2,0
36,1,1,7,4,17.172142755009837,38,62,16,3,0
32,1,1,11,4,41.96171060512101,27,76,19,1,1
20,1,1,7,1,27.82628041967241,29,91,72,3,0
21,1,2,6,5,43.99703570917046,36,0,58,2,0
28,1,2,7,2,11.65176599216321,66,50,68,2,0
50,1,1,13,5,5.189548627413081,78,7,32,2,0
20,1,4,15,2,33.15304967700148,84,67,77,2,1
