Age,Gender,EducationLevel,ExperienceYears,PreviousCompanies,DistanceFromCompany,InterviewScore,SkillScore,PersonalityScore,RecruitmentStrategy,HiringDecision
50,0,2,7,5,46.44327031595018,42,28,42,1,0
35,0,1,6,5,25.37031515504038,36,75,41,3,0
20,0,2,8,2,48.26858248073889,80,16,3,2,0
28,0,4,4,3,3.861834675840469,57,100,68,3,0
35,0,4,3,2,45.52204740005429,27,12,79,1,1
39,0,3,12,5,17.21644395684833,2,4,3,2,0
23,0,2,15,3,36.45007556631898,13,2,20,2,0
38,0,2,6,5,30.38134933075543,75,98,69,2,1
45,0,4,15,4,42.029589466207405,46,32,42,2,0
39,0,1,9,1,18.88773816468571,31,8,83,3,0
26,0,2,0,1,4.195047102418691,41,81,27,2,0
20,0,2,6,1,44.48406616718314,0,38,82,3,0
27,0,3,15,4,24.611321287810217,55,90,2,1,1
26,0,1,0,5,36.64411846723682,1,99,72,2,0
37,0,2,0,2,20.645466780244664,80,44,99,3,0
20,0,4,12,2,18.359608378110597,70,55,48,2,0
44,0,2,12,2,34.985238928841696,21,68,22,2,0
37,0,3,2,3,29.5090815877347,33,13,33,2,0
42,0,3,6,2,31.509800449291724,48,66,68,2,1
50,0,2,5,3,48.11857197342073,0,22,14,2,0
29,0,1,5,5,2.202061868321891,83,60,2,2,0
22,0,1,4,3,27.70698480678486,52,22,82,2,0
47,0,3,6,3,38.434923921957754,99,53,2,1,1
20,0,3,5,4,3.8870539733518,38,60,64,3,0
35,0,2,8,1,43.2506118577888,72,85,8,2,0
49,0,2,12,5,3.9525072229135976,5,80,16,2,0
31,0,3,14,2,14.583209568182774,82,86,64,1,1
24,0,2,6,2,15.771101815688247,6,48,25,1,0
42,0,2,15,5,34.4001625371507,68,51,30,2,0
28,0,2,13,1,7.666340817128757,15,1,25,2,0
28,0,2,3,2,43.59229629194439,0,95,22,2,0
38,0,3,15,5,1.683084273530471,82,85,9,3,1
22,0,3,0,2,12.98228924787783,63,7,63,2,0
39,0,3,6,3,2.619456888799753,89,58,21,1,1
43,0,2,7,3,17.792174351965798,85,64,14,1,1
43,0,3,1,2,40.832243450756906,71,11,73,2,0
39,0,1,11,2,10.375222855949016,65,94,86,3,0
30,0,2,1,4,38.52992283720632,29,40,52,3,0
25,0,1,0,1,10.10315644409277,73,68,57,1,1
39,0,1,0,1,43.2398790594073,3,80,61,2,0
35,0,1,15,4,33.717322982642884,76,5,11,1,1
44,0,2,2,1,13.207378025345362,76,18,26,1,0
22,0,2,13,3,23.50549293425148,17,79,28,2,0
48,0,2,9,4,33.99967250676586,65,65,45,1,1
37,0,3,14,3,20.438420643079844,47,9,0,2,0
37,0,2,2,1,14.124250395029552,57,36,91,1,0
21,0,3,3,2,30.060773874469163,82,78,56,1,1
41,0,1,1,5,36.90839737802568,72,76,2,2,0
35,0,2,9,5,30.9798630022027,34,31,51,2,0
23,0,2,13,5,35.506155884100394,41,42,95,1,1
20,0,2,6,5,42.87247975417309,84,81,92,3,1
23,0,1,6,2,17.149484158843418,8,35,88,2,0
33,0,3,5,2,9.031680630927534,14,9,25,2,0
40,0,4,14,2,9.651193487558215,98,30,71,2,1
35,0,2,2,2,14.338603181196197,56,96,18,2,0
39,0,3,5,4,6.976543477353891,68,28,21,2,0
43,0,2,14,4,12.515961234143878,21,4,92,2,0
22,0,3,7,5,7.94844959433123,86,86,34,2,1
36,0,2,7,4,38.36487787799284,70,2,66,2,0
20,0,2,10,1,3.395693395666687,55,66,82,3,0
35,0,1,12,1,48.42601637569576,22,70,9,2,0
46,0,3,14,4,1.3398274293055892,90,34,14,2,0
42,0,1,0,3,39.96825851675599,62,92,23,3,0
25,0,4,14,4,1.1354074910226044,50,59,12,3,0
32,0,3,9,5,43.497324797259424,59,39,72,1,1
41,0,4,12,4,25.80213630082915,36,28,97,1,1
27,0,2,1,1,1.3883321076984358,30,73,36,2,0
46,0,2,1,5,25.6046005175049,97,91,47,3,0
46,0,4,2,5,50.32437007858648,40,94,70,1,1
21,0,1,12,4,14.913383040938482,61,18,0,2,0
49,0,2,0,1,35.35949982343383,57,35,11,2,0
20,0,2,1,4,41.73968337618293,13,42,20,2,0
47,0,2,12,2,21.869581200305017,35,14,10,3,0
34,0,4,15,5,16.483443520064625,35,96,43,1,1
35,0,2,4,3,25.177492539518457,47,96,33,1,0
23,0,2,12,5,13.699237668812676,27,76,3,2,0
22,0,2,12,3,44.884608941392415,67,32,63,2,0
36,0,4,6,1,5.4783012158155335,61,4,89,2,0
36,0,3,15,4,36.76820576144448,79,100,15,1,1
31,0,2,7,3,14.557112669029404,85,77,9,1,1
40,0,1,4,5,7.965974118902318,100,82,18,2,0
22,0,2,0,5,44.57929414312033,81,53,52,1,1
28,0,2,6,2,23.219780922554023,38,93,77,2,0
24,0,4,9,5,16.164146970226355,81,82,9,1,1
48,0,1,6,4,18.933068151322956,38,94,37,1,1
36,0,2,4,3,14.389623726131688,20,8,28,2,0
40,0,1,0,1,5.574375919372936,14,76,86,1,1
20,0,4,8,3,10.14322633774362,19,53,82,3,1
39,0,2,10,5,12.620202310720655,9,73,27,2,0
50,0,2,12,2,32.781599932001996,86,94,25,1,1
40,0,2,14,4,39.88587445362754,47,22,46,2,0
22,0,1,10,2,44.311643513383515,60,89,65,2,0
44,0,2,9,1,7.852640141407773,53,60,6,2,0
29,0,2,11,1,44.1105711660969,83,76,54,1,1
50,0,2,15,2,41.80461764571307,64,50,79,2,0
41,0,3,8,5,50.19531819485818,76,49,30,1,1
45,0,1,5,4,46.4871843356342,0,18,73,1,0
43,0,1,7,3,29.44915971520614,27,21,27,1,0
37,0,3,0,4,27.573962314091045,94,92,18,3,0
34,0,2,12,3,23.898160724476774,22,65,100,2,0
42,0,3,5,3,22.560524243216445,97,37,19,2,0
46,0,4,2,4,14.03543870664261,10,74,42,2,0
29,0,1,11,5,26.913986034435553,27,80,10,3,0
45,0,1,5,1,9.707834619769816,95,50,14,3,0
27,0,2,6,3,36.72298419428909,60,7,53,3,0
20,0,4,13,3,23.231382895695234,63,85,49,2,0
30,0,1,2,5,23.463407923281835,80,74,82,2,0
35,0,3,1,5,47.48248038506642,9,8,21,1,0
29,0,2,14,1,3.6359883167250575,76,79,38,3,0
45,0,4,10,4,28.69897436100403,49,69,96,1,1
22,0,2,4,5,15.897746565843272,68,84,43,2,0
37,0,2,13,5,23.75378177601922,69,89,41,2,0
32,0,2,7,4,32.055316245510156,16,27,11,2,0
47,0,2,1,2,16.090002793057756,74,71,1,2,0
26,0,3,15,3,32.420347882049484,47,23,73,2,0
44,0,2,15,2,22.932450921799223,72,43,85,2,0
32,0,2,15,5,25.977416760233563,36,55,89,1,1
20,0,1,5,1,14.277879900620682,3,94,70,1,1
33,0,2,11,3,13.590338302544074,53,31,83,3,0
35,0,3,14,3,42.18731939754002,24,49,75,2,0
31,0,3,7,3,44.30918544345147,8,65,80,3,1
42,0,2,14,2,15.8268794810131,86,60,9,3,0
42,0,3,12,3,6.160832443949981,73,75,36,2,1
50,0,2,1,4,30.251758435933095,93,8,76,2,0
45,0,1,5,1,14.357203493532468,93,32,85,2,0
50,0,2,14,3,46.53324976919442,65,41,93,2,0
49,0,1,3,3,22.78360330611452,31,60,39,1,0
48,0,2,15,4,7.454309757123089,15,45,100,1,1
41,0,2,12,1,32.075936201702426,47,17,47,2,0
36,0,2,2,4,11.993097818448843,49,69,98,1,1
39,0,1,2,2,23.241967967026476,12,81,18,1,0
34,0,2,13,3,20.3348224993731,43,47,43,2,0
30,0,2,7,5,49.474544970308905,73,12,36,2,0
47,0,2,10,5,23.696306821089795,45,42,88,3,0
20,0,1,13,5,29.608598089188487,18,56,80,3,0
40,0,1,10,5,43.91033954885149,10,16,20,2,0
24,0,3,9,3,40.454805582437835,20,54,29,2,0
26,0,2,14,1,31.144644130271764,81,56,75,1,1
32,0,1,10,4,4.7480021735006535,73,86,50,3,0
39,0,3,13,1,12.15049117668665,97,61,48,2,1
49,0,2,10,5,21.39479686857734,25,53,23,2,0
22,0,2,13,4,2.082278067349179,72,21,59,2,0
42,0,1,15,3,5.588880323558792,30,64,10,1,1
39,0,2,8,2,44.96622316812803,67,47,90,2,0
35,0,3,11,1,26.71135056329888,60,4,71,2,0
32,0,1,14,5,27.95955397568165,60,34,73,2,0
50,0,3,3,4,30.63480333214389,69,12,27,2,0
38,0,4,7,5,42.25176595714,62,9,1,1,1
45,0,1,9,1,24.18110371717249,74,69,7,2,0
42,0,3,9,3,40.21356496533585,79,71,12,2,1
24,0,4,15,3,14.7585056244034,24,24,91,1,1
45,0,2,12,5,20.89801731903786,74,43,34,3,0
40,0,1,13,4,47.57394962983403,70,59,22,2,0
49,0,3,6,2,17.911548365864242,25,46,45,3,0
42,0,2,15,1,46.693814516089816,55,39,14,2,0
40,0,1,2,1,38.47727821105426,30,82,63,2,0
45,0,1,2,2,16.346553649061626,41,85,35,2,0
45,0,1,15,2,3.8547168953971855,40,12,66,2,0
20,0,3,11,1,18.15258662598253,99,20,68,2,1
34,0,2,12,5,34.34679926019533,22,0,66,2,0
41,0,2,11,4,7.984618630146933,88,32,1,3,0
44,0,4,14,1,49.6396850828222,65,2,100,3,0
40,0,4,12,4,44.46761504961737,27,98,77,2,1
35,0,2,0,4,26.052011849230173,34,69,90,3,0
26,0,2,6,4,7.861357330843553,76,54,73,1,1
50,0,3,14,3,47.8830730308296,30,56,66,1,1
48,0,2,15,1,34.583011549894934,53,15,24,1,0
31,0,3,9,5,32.55246966351103,58,40,38,3,0
45,0,2,4,3,2.249204114092473,40,76,46,2,0
38,0,3,5,3,26.701168493825488,95,75,20,3,0
24,0,1,13,4,31.28768652604672,53,68,29,2,0
41,0,2,9,2,32.59400796234426,39,100,91,2,0
33,0,3,12,3,35.18941004449373,64,91,21,2,0
24,0,3,10,1,37.37261956430603,54,17,0,3,0
36,0,1,15,4,10.472171658370138,98,26,76,3,0
49,0,3,7,4,21.05739847458988,9,98,84,2,1
49,0,2,10,3,20.829528719316485,74,59,8,3,0
31,0,1,12,4,6.474548627723108,11,88,84,2,0
35,0,2,10,5,11.14266193639326,44,55,94,2,0
45,0,1,13,2,28.0681319198066,79,100,53,2,0
35,0,1,13,1,15.202919452021453,34,58,85,2,0
40,0,2,11,4,50.7387477286953,65,1,11,2,0
26,0,3,9,3,49.32794592775716,74,96,63,3,1
23,0,2,11,2,23.036952054213177,40,38,5,3,0
49,0,3,15,4,36.78103584858929,17,95,89,2,1
24,0,2,0,2,35.347071750175516,19,17,4,2,0
42,0,3,9,2,45.655687066123626,13,16,72,2,0
29,0,2,1,5,15.189897152077457,48,38,13,1,0
21,0,2,6,2,31.9873927245783,41,93,51,3,0
50,0,1,13,4,26.641768121757103,81,34,52,1,1
45,0,2,0,5,17.428531636614714,24,60,18,2,0
45,0,2,13,5,17.116241223471246,18,67,7,1,1
43,0,1,8,2,4.539571800558722,91,47,34,3,0
24,0,2,14,1,34.019412619791275,7,31,94,2,0
32,0,3,2,2,41.45974018283706,94,83,52,3,0
23,0,2,5,5,34.6415844960215,2,94,98,3,0
35,0,1,12,1,15.99692448990318,80,62,4,2,0
21,0,1,13,4,22.599468573172043,16,0,16,2,0
36,0,3,12,5,2.6505967950163623,13,2,31,2,0
46,0,3,11,3,11.495902287402576,61,85,51,3,0
39,0,2,4,5,40.446351197443974,93,61,19,2,0
31,0,4,13,4,11.886444984146676,75,16,83,2,1
37,0,2,12,5,32.061326524008365,36,77,81,3,0
22,0,2,10,4,3.4039484243225107,95,61,0,2,0
47,0,2,3,2,25.178729285193373,10,34,57,1,0
38,0,2,6,4,12.114138331929263,46,1,43,2,0
30,0,1,4,5,11.40530172981864,74,55,5,1,1
31,0,2,14,1,13.668969941466724,7,50,71,2,0
22,0,1,3,4,45.75382795809225,3,53,87,2,0
20,0,2,15,3,29.69645680614911,26,15,19,2,0
20,0,2,6,2,18.538881150515607,43,17,13,3,0
31,0,3,3,2,47.40071183646905,43,40,33,2,0
31,0,3,3,2,50.19654700712011,84,6,70,2,0
50,0,3,11,5,46.30687680637397,51,14,79,1,1
37,0,2,4,1,44.937326183846494,72,65,43,3,0
36,0,2,5,4,11.281074384967054,72,94,43,3,0
27,0,3,4,3,12.154316726448744,47,55,35,2,0
48,0,2,15,1,28.283433248431734,25,43,6,2,0
45,0,2,2,1,35.19875649575707,76,56,31,3,0
49,0,2,11,5,24.45298721950595,57,31,92,1,1
28,0,1,1,5,17.784120032142084,82,67,69,2,0
26,0,3,15,3,29.729109877593977,76,72,87,1,1
45,0,4,8,3,26.663025228522113,57,7,53,1,1
48,0,2,7,3,43.00094159603493,76,2,31,2,0
43,0,1,14,2,28.2491139050009,57,16,44,2,0
23,0,2,12,4,5.339147703249524,72,65,60,1,1
44,0,1,6,5,12.842473529827313,96,78,69,2,1
44,0,2,5,5,19.29496493089038,14,21,52,3,0
28,0,1,10,2,1.883502239771694,23,25,26,2,0
43,0,2,0,4,6.13841213248909,29,10,37,2,0
22,0,3,5,4,9.609873971181653,61,89,61,2,0
22,0,2,15,5,26.526013064942234,61,87,63,3,0
35,0,2,5,3,8.029595908668279,46,91,76,2,0
23,0,2,15,5,22.239167076209313,15,98,29,3,0
37,0,4,10,5,18.08744211629637,65,30,48,3,0
36,0,2,3,3,10.1711821748978,80,76,40,3,0
26,0,2,11,1,1.3420374074181776,95,34,12,1,1
49,0,1,14,5,12.313866707190352,2,17,93,1,1
24,0,2,10,1,7.590341494833968,11,100,24,2,0
42,0,2,9,1,12.180630989633238,77,34,17,1,1
32,0,2,2,5,43.85484698049579,79,44,4,3,0
42,0,2,12,4,41.85535495833806,58,34,18,1,0
44,0,2,10,1,23.41732352623168,48,27,41,2,0
28,0,2,14,3,11.887435241701098,61,75,31,2,0
49,0,2,14,1,4.9150835239778745,48,14,20,2,0
36,0,2,15,1,29.671591267783057,50,20,9,1,0
36,0,2,12,2,5.917246079510656,32,51,36,2,0
44,0,3,3,4,12.96661432736793,14,82,54,2,0
41,0,2,10,2,32.20567100228272,81,54,16,2,0
46,0,2,4,4,44.7842563793053,22,76,87,3,0
38,0,2,2,1,14.57154321380266,77,43,43,3,0
28,0,2,11,2,40.5681459561443,78,24,18,2,0
38,0,3,15,5,35.02803330694189,70,86,62,2,1
28,0,3,2,4,23.887190858310667,45,46,45,2,0
33,0,2,14,4,47.77124122242671,55,37,25,2,0
39,0,2,7,4,44.42764153929188,74,66,45,2,0
38,0,4,1,3,9.698044384811276,28,14,74,2,0
45,0,1,0,3,3.3098241600814418,94,0,13,2,0
34,0,2,15,1,29.9798363706337,61,6,84,2,0
40,0,3,15,4,9.867568082987145,51,48,71,1,1
39,0,3,9,3,34.94436685943925,65,86,17,3,0
46,0,4,2,2,12.839879272809007,21,44,34,3,0
40,0,1,4,5,32.508754244352076,71,70,46,2,0
35,0,3,12,4,18.21540166599797,45,94,74,1,1
26,0,3,2,2,37.71750176676479,97,19,74,1,1
29,0,3,12,5,40.08644945023797,4,35,94,2,0
33,0,2,2,5,5.6264277183359575,88,26,77,1,1
45,0,4,1,1,21.946461196870946,15,96,32,1,1
24,0,2,9,3,26.72808951741492,47,83,96,2,0
31,0,2,7,1,37.37385389982483,35,54,14,3,0
29,0,1,13,3,13.185410595217132,81,76,55,1,1
36,0,2,11,4,4.159154843011325,48,69,93,3,0
26,0,3,10,4,19.040315568900127,56,23,94,1,1
29,0,2,11,4,30.11187244012932,70,40,62,2,0
21,0,3,9,5,18.23848834499371,98,29,20,2,0
24,0,2,3,2,20.51477736063853,100,43,54,3,0
25,0,1,13,3,36.747641177588854,19,18,1,2,0
38,0,2,10,5,13.439853187657397,36,28,12,1,0
35,0,2,10,4,8.72078787696065,72,35,83,2,0
20,0,2,1,4,2.440059027325935,38,6,47,3,0
41,0,3,10,5,33.18599031624729,25,25,77,2,0
39,0,2,6,4,14.857217593667992,1,78,29,1,1
36,0,2,5,5,23.483848859186,22,37,28,1,0
26,0,2,7,5,9.637837812310496,84,79,11,2,0
44,0,2,6,1,32.09903950469371,15,65,40,3,0
23,0,1,4,1,48.95421211412017,12,91,49,2,0
23,0,3,11,3,10.617318157695752,27,70,1,2,0
47,0,2,6,3,34.21696833028411,50,42,55,2,0
41,0,1,8,5,32.60600609578257,99,23,88,2,0
46,0,1,9,3,27.257694705581414,17,67,95,1,1
29,0,3,5,5,10.981440382995876,62,92,11,1,1
45,0,4,2,4,38.52720818768688,50,43,12,2,0
38,0,2,0,2,38.320991500492454,8,4,18,1,0
26,0,2,15,3,8.275865019371247,12,54,43,1,1
49,0,2,6,3,44.89891912498295,39,92,88,2,0
22,0,1,3,2,14.459486973665264,54,29,94,2,0
32,0,2,0,2,50.11280304683074,78,28,58,1,0
32,0,3,14,4,20.145150701862292,42,25,36,2,0
37,0,2,7,3,9.894202936724982,43,82,24,2,0
39,0,3,1,5,29.91091906116447,35,93,86,2,0
50,0,1,13,5,28.061910721691508,74,42,22,2,0
28,0,4,13,5,3.6453716635332194,11,6,59,3,0
26,0,2,1,1,36.05721099833267,61,48,11,2,0
20,0,4,3,4,3.786399285049224,17,72,12,2,0
44,0,4,10,4,7.53363152066312,24,68,37,2,0
50,0,2,10,1,15.549969478233155,11,92,49,3,0
47,0,2,14,2,44.44795525104481,20,98,51,3,0
44,0,1,7,2,1.0373854185265532,10,26,7,2,0
43,0,2,5,2,30.706819573877564,63,7,60,2,0
40,0,2,5,1,5.083988243317699,61,63,33,1,0
25,0,2,2,5,11.886244939945112,88,9,78,1,1
45,0,2,11,5,13.517013369069302,98,12,99,1,1
31,0,2,7,3,42.58623156525449,95,62,59,3,0
32,0,4,9,2,24.159971815446024,48,92,56,3,0
32,0,2,13,3,25.34141059706184,13,34,98,2,0
35,0,1,4,3,23.825442767076648,58,28,39,2,0
40,0,3,5,1,47.49677970370429,68,40,54,2,0
30,0,4,1,4,23.935255783376913,4,29,50,2,0
24,0,2,5,5,16.11978701519611,18,20,4,2,0
23,0,1,9,3,3.540129484447112,22,75,94,3,0
44,0,3,7,5,47.630110375182184,15,40,96,1,1
28,0,2,3,3,2.4114379825353183,13,2,92,2,0
50,0,2,9,5,36.74492190386443,88,86,6,1,1
20,0,1,13,3,22.49223348715777,15,83,37,2,0
40,0,2,0,3,16.32211682751215,78,24,36,1,0
41,0,4,15,1,49.11064550579724,89,29,67,3,1
22,0,3,3,1,15.471818401501096,43,10,41,2,0
35,0,2,6,1,24.981254837222902,79,92,85,3,1
31,0,2,10,2,6.022877484048421,54,55,86,1,1
29,0,3,6,4,26.45789827813013,14,51,14,3,0
35,0,2,15,2,2.2334977270243574,82,47,94,1,1
31,0,3,14,5,27.66541812293704,1,87,24,2,0
27,0,2,4,1,32.763249367954046,86,77,37,1,1
