Unnamed: 0,Age,Gender,EducationLevel,ExperienceYears,PreviousCompanies,DistanceFromCompany,InterviewScore,SkillScore,PersonalityScore,RecruitmentStrategy,HiringDecision,Gender_encoded,RecruitmentStrategy_encoded,EducationLevel_encoded
338,28,Male,Bachelor,9,4,6.768140065285193,25,28,81,Agency,0,1,0,1
363,36,Male,Bachelor,8,4,3.785341805762259,75,54,74,Agency,1,1,0,1
384,20,Male,Bachelor,4,2,17.89907752349181,60,3,19,Agency,0,1,0,1
388,36,Male,Bachelor,13,1,12.799830295461875,19,6,52,Agency,0,1,0,1
414,20,Male,Bachelor,14,5,45.45060950554797,59,25,59,Agency,0,1,0,1
429,41,Male,Bachelor,13,2,26.704096038309267,33,66,89,Agency,0,1,0,1
451,48,Male,Bachelor,0,3,4.446393906732431,35,35,97,Agency,0,1,0,1
461,48,Male,PhD,6,4,1.3695950722146513,50,13,82,Agency,0,1,0,3
476,47,Male,Master,10,3,33.2242530760297,60,45,45,Agency,0,1,0,2
482,42,Male,High School,12,3,12.2919816111696,32,26,3,Agency,0,1,0,0
505,36,Male,Bachelor,8,4,28.344058689371646,98,59,16,Agency,0,1,0,1
520,43,Male,Master,8,3,16.206192473401806,94,18,96,Agency,1,1,0,2
523,45,Male,Bachelor,2,2,45.98715392044358,19,13,27,Agency,0,1,0,1
526,23,Male,High School,1,3,2.9378467777091237,1,100,80,Agency,0,1,0,0
535,38,Male,High School,3,2,25.959322546666524,85,24,91,Agency,0,1,0,0
544,38,Male,Master,12,2,27.209813553165368,69,91,63,Agency,1,1,0,2
572,25,Male,Bachelor,15,3,50.90999538328088,49,46,11,Agency,0,1,0,1
576,34,Male,Bachelor,1,2,18.38912015244436,29,28,23,Agency,0,1,0,1
579,27,Male,Bachelor,0,1,35.04766457017881,41,28,12,Agency,0,1,0,1
584,47,Male,Bachelor,1,1,39.39381818168557,77,82,63,Agency,0,1,0,1
586,49,Male,Bachelor,7,3,30.41828446088283,89,70,71,Agency,1,1,0,1
587,38,Male,Master,14,4,11.633214325567142,16,45,72,Agency,0,1,0,2
613,35,Male,Bachelor,8,1,36.78679632053976,65,3,43,Agency,0,1,0,1
623,24,Male,Master,2,2,18.59648853658884,84,86,35,Agency,0,1,0,2
655,49,Male,High School,14,4,42.9199819046095,28,62,15,Agency,0,1,0,0
685,43,Male,Master,9,2,39.72860415871824,20,63,65,Agency,1,1,0,2
702,30,Male,Bachelor,7,3,46.58164568542378,93,35,39,Agency,0,1,0,1
714,42,Male,Bachelor,5,3,48.36499997100335,75,76,32,Agency,0,1,0,1
721,45,Male,Bachelor,4,5,27.04428913503396,91,91,38,Agency,0,1,0,1
730,37,Male,Bachelor,13,5,22.17410046246664,65,6,73,Agency,0,1,0,1
731,32,Male,High School,10,3,23.61833796032851,9,40,79,Agency,0,1,0,0
738,48,Male,PhD,12,4,7.230753159456237,83,51,96,Agency,1,1,0,3
801,23,Male,Master,15,5,39.50106142279143,32,96,75,Agency,1,1,0,2
805,44,Male,High School,9,2,4.088119314509985,72,31,58,Agency,0,1,0,0
807,32,Male,Bachelor,8,2,27.08667094266228,56,50,58,Agency,0,1,0,1
817,42,Male,Master,10,3,46.30504643402129,14,99,78,Agency,1,1,0,2
822,34,Male,Bachelor,6,1,33.897474289081295,13,32,88,Agency,0,1,0,1
826,45,Male,High School,1,3,16.294740663075995,66,28,63,Agency,0,1,0,0
827,31,Male,High School,6,2,25.156732278274973,9,60,67,Agency,0,1,0,0
829,48,Male,Master,4,4,31.557076160562307,64,78,33,Agency,0,1,0,2
842,48,Male,Bachelor,5,3,45.55108414836057,75,73,75,Agency,0,1,0,1
864,31,Male,Bachelor,8,1,48.274743027975006,37,92,80,Agency,0,1,0,1
877,47,Male,High School,11,3,18.586005567282616,67,25,15,Agency,0,1,0,0
883,48,Male,High School,12,2,2.4584946145371647,19,2,88,Agency,0,1,0,0
891,49,Male,Bachelor,6,1,23.075196164058745,83,53,62,Agency,1,1,0,1
895,36,Male,Bachelor,11,1,46.2226405781247,24,90,39,Agency,0,1,0,1
930,41,Male,High School,3,3,49.22441125119271,46,81,97,Agency,0,1,0,0
934,44,Male,Master,13,3,1.243420382775161,92,25,63,Agency,1,1,0,2
944,40,Male,High School,10,2,43.28210458122107,98,1,8,Agency,0,1,0,0
946,45,Male,Bachelor,6,3,3.077992413612928,71,3,21,Agency,0,1,0,1
947,47,Male,Bachelor,7,2,11.339883802207206,91,12,86,Agency,0,1,0,1
950,27,Male,Master,8,4,6.181836324039779,13,71,92,Agency,1,1,0,2
959,46,Male,High School,6,1,38.10112259398801,80,31,85,Agency,0,1,0,0
965,40,Male,Bachelor,13,4,7.701244715949589,65,33,72,Agency,0,1,0,1
968,47,Male,PhD,11,4,7.965116935395716,87,60,73,Agency,1,1,0,3
972,33,Male,Bachelor,11,5,34.61741338214324,14,10,94,Agency,0,1,0,1
975,25,Male,Bachelor,15,5,11.780488262152238,26,88,43,Agency,0,1,0,1
981,21,Male,Bachelor,10,5,48.04381337473544,16,9,28,Agency,0,1,0,1
995,34,Male,Bachelor,3,4,30.967929356790137,43,34,51,Agency,0,1,0,1
1005,36,Male,High School,7,4,17.172142755009837,38,62,16,Agency,0,1,0,0
1007,20,Male,High School,7,1,27.82628041967241,29,91,72,Agency,0,1,0,0
1017,47,Male,High School,11,3,6.972444198214289,67,38,0,Agency,0,1,0,0
1022,25,Male,High School,3,3,44.32255316245208,60,46,5,Agency,0,1,0,0
1025,42,Male,Bachelor,15,3,41.75076583380741,85,55,98,Agency,1,1,0,1
1026,24,Male,Bachelor,3,1,14.03375788702968,23,65,22,Agency,0,1,0,1
1049,27,Male,Bachelor,4,4,23.564258858881995,8,41,18,Agency,0,1,0,1
1061,41,Male,Bachelor,13,3,40.84307851380955,34,50,95,Agency,0,1,0,1
1072,42,Male,Master,4,1,31.228705512912107,94,5,53,Agency,0,1,0,2
1074,24,Male,Master,1,4,28.872048358179995,97,74,84,Agency,1,1,0,2
1075,40,Male,Bachelor,8,3,49.91654038386239,63,87,93,Agency,0,1,0,1
1081,25,Male,Bachelor,2,3,11.522983608826712,72,62,9,Agency,0,1,0,1
1086,21,Male,PhD,9,2,15.924654903748165,25,13,39,Agency,0,1,0,3
1108,23,Male,Master,5,2,22.444219469735508,23,38,46,Agency,0,1,0,2
1111,36,Male,High School,6,4,14.376351512417116,27,15,33,Agency,0,1,0,0
1114,47,Male,Bachelor,15,1,7.178324370078808,28,17,28,Agency,0,1,0,1
1146,46,Male,Bachelor,10,1,27.642356614162992,82,79,23,Agency,0,1,0,1
1152,38,Male,Master,4,1,5.762446698643474,48,4,21,Agency,0,1,0,2
1156,47,Male,Bachelor,2,4,9.744196809743132,4,58,27,Agency,0,1,0,1
1159,41,Male,Master,1,5,37.2393487479193,82,58,38,Agency,0,1,0,2
1167,33,Male,Master,7,4,47.15869943096324,5,98,64,Agency,1,1,0,2
1187,36,Male,Bachelor,8,4,26.38760759313321,72,18,1,Agency,0,1,0,1
1200,41,Male,Master,12,2,1.1092071428624386,59,5,54,Agency,0,1,0,2
1205,33,Male,Bachelor,3,2,48.75315935631183,88,84,4,Agency,0,1,0,1
1212,43,Male,Bachelor,0,1,47.3332776943435,99,92,27,Agency,0,1,0,1
1220,34,Male,Bachelor,10,2,47.58296248795095,78,9,17,Agency,0,1,0,1
1221,47,Male,PhD,12,1,6.241787360299566,25,30,59,Agency,0,1,0,3
1262,31,Male,Bachelor,2,1,2.8610852284664583,47,11,64,Agency,0,1,0,1
1291,49,Male,Master,0,1,23.222047883574938,68,92,61,Agency,0,1,0,2
1293,43,Male,Bachelor,13,4,6.12481645946064,5,31,68,Agency,0,1,0,1
1315,49,Male,High School,12,2,31.054558369815137,59,2,94,Agency,0,1,0,0
1317,25,Male,Bachelor,4,1,45.43210569182586,49,34,70,Agency,0,1,0,1
1333,23,Male,High School,2,5,16.77081956293417,23,7,50,Agency,0,1,0,0
1359,42,Male,Master,3,1,8.4404357259088,45,47,24,Agency,0,1,0,2
1368,50,Male,Bachelor,9,5,46.30095355221816,73,44,87,Agency,0,1,0,1
1374,34,Male,Bachelor,11,1,26.17567556489983,88,5,26,Agency,0,1,0,1
1375,43,Male,Bachelor,13,2,4.005427803919791,30,10,20,Agency,0,1,0,1
1394,22,Male,Master,7,2,14.305397808464958,84,1,28,Agency,0,1,0,2
1397,27,Male,High School,3,5,33.43675694378671,18,44,89,Agency,0,1,0,0
1400,48,Male,Bachelor,10,1,8.025365155429665,25,85,82,Agency,0,1,0,1
1409,40,Male,Bachelor,13,1,30.15338422110718,36,79,78,Agency,1,1,0,1
1441,21,Male,Bachelor,9,4,31.893332720601837,86,39,47,Agency,1,1,0,1
1448,38,Male,High School,11,2,13.620085747107565,79,60,55,Agency,0,1,0,0
1450,25,Male,High School,3,5,10.910313261775984,32,71,99,Agency,0,1,0,0
1457,34,Male,Master,8,1,3.4796754110043064,52,47,78,Agency,0,1,0,2
1468,44,Male,Master,4,2,45.159652646180426,11,70,30,Agency,1,1,0,2
1469,20,Male,Master,13,4,48.40992533715337,22,33,20,Agency,1,1,0,2
